Demand ID,Role Status,Region,Project Name,Project Type,Demand Received Date,Track,Location Shore,Primary Skill (Must have),Grade,Role Start Date,Role End Date,Number of FTE,Email,First Name,Last Name,Employment Details Hire Date,Work Region,Designation,Pay Grade,Competency,Onsite/ Offshore,Allocation Status,Skills,Employment ID
8550,Open,NA,"Charles, Gray and Barr",CEMS,2024-01-10,HCM,Offshore,Core HR & Payroll,G8,2025-05-23,2026-11-19,1.0,reidcindy@example.com,Michael,Lawrence,2020-03-12,AMEA - KSA,Consultant I,T2-Programmer Trainee,HCM,Offshore,On Project - Fulltime,PM,48455
7535,Open,EUK,"Freeman, Williams and Green",Impl,2024-09-08,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-03-16,2026-10-30,0.6,umcintyre@example.net,Gary,Chapman,2022-04-16,NA,Manager I - Delivery,10-Grade 9,HCM,Onsite,On Project - Fulltime,"Core HR,ORC,Absence",64509
9540,Staffed,EUK,Lam-Harris,Impl,2024-02-27,FIN,Onsite,"Core HR,Talent",G5,2024-12-24,2026-10-19,0.8,jpowell@example.org,Ashley,Phillips,2024-03-08,UK/EUROPE - UK,Manager I - Delivery,T2-Programmer Trainee,ERP Finance,Offshore,On Project - Fulltime,"Core HR,ORC,Absence",10320
4954,Staffed,EUK,"Brown, Jones and Frye",CEMS,2024-02-13,HCM,Offshore,Core HR & Payroll,G6,2024-12-25,2026-04-21,0.5,reginald38@example.net,Anthony,Saunders,2020-07-08,CORPORATE,Consultant I,09-Grade 9,AD,Offshore,Bench,"Core HR,ORC,Absence",79651
3801,Staffed,EUK,Todd Group,Impl,2024-07-31,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-07-06,2026-03-29,0.5,simmonsstephanie@example.com,Stacey,Moore,2021-12-29,UK/EUROPE - UK,Consultant II,04-Grade 4,ERP Finance,Offshore,On Project - Partial,"ORC,Talent",65142
6350,Open,AMEA,Berry Group,CEMS,2024-02-12,FIN,Onsite,Redwood HCM - Core HR and ORC,G6,2025-03-14,2026-06-19,1.0,darrenobrien@example.org,Amanda,Woods,2023-08-25,CORPORATE,Consultant I,09-Grade 9,SCM,Offshore,On Project - Fulltime,"ORC,Talent",11479
4768,Open,NA,"Miller, Garrett and Armstrong",CEMS,2024-06-28,FIN,Offshore,Core HR & Payroll,G8,2025-04-01,2026-03-01,1.0,mariatanner@example.org,Anthony,Summers,2021-09-25,NA,Consultant I,07-Grade 7,AD,Offshore,On Project - Fulltime,PM,86446
8106,Staffed,EUK,"Miller, Hancock and Collins",Impl,2024-03-01,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-11-20,2026-12-10,0.6,pamela63@example.net,Charles,Baker,2022-09-13,AMEA - KSA,Associate Consultant,04-Grade 4,SCM,Onsite,Freshers Training,PM,13158
6558,Staffed,EUK,Garcia-Thomas,CEMS,2024-02-03,HCM,Offshore,Core HR & Payroll,T2,2025-01-29,2026-03-27,0.8,lhooper@example.net,Richard,Huerta,2022-06-22,CORPORATE,Manager II - Projects,05-Grade 5,AD,Onsite,Freshers Training,"AP,AR",47875
2029,Open,NA,Adams Ltd,CEMS,2024-11-20,FIN,Offshore,Onboarding Journeys,G5,2025-05-08,2026-08-04,0.6,amybrown@example.net,Jennifer,Hudson,2024-09-26,AMEA - KSA,Manager II - Projects,T2-Programmer Trainee,AD,Offshore,Bench,"AP,AR",79904
2841,Open,EUK,Finley Inc,CEMS,2024-03-18,FIN,Onsite,Onboarding Journeys,G5,2025-01-20,2026-06-04,0.5,vincentmartin@example.org,David,Cole,2024-05-05,UK/EUROPE - UK,Consultant I,09-Grade 9,PRGM,Onsite,On Project - Fulltime,"Core HR,Talent",77105
5748,Open,EUK,Jacobson-Rodriguez,CEMS,2024-03-22,FIN,Offshore,Core HR & Payroll,G8,2025-08-07,2026-08-07,0.7,jenniferrichards@example.org,Andrew,Lopez,2020-05-02,NA,Sr. Consultant II,04-Grade 4,SCM,Onsite,On Project - Partial,"Core HR,Talent",50608
2222,Open,NA,Edwards Ltd,CEMS,2024-01-04,HCM,Onsite,Core HR & Payroll,G5,2025-02-02,2026-08-13,0.7,johngray@example.com,Ashlee,Ferguson,2023-06-08,NA,Sr. Consultant II,10-Grade 9,HCM,Onsite,Freshers Training,"Core HR,ORC,Absence",51954
1142,Staffed,NA,Weber PLC,Impl,2024-04-23,HCM,Offshore,"Core HR,Talent",G8,2025-05-03,2026-11-03,0.6,michelle55@example.org,Vickie,Lopez,2023-08-14,NA,Manager I - Delivery,07-Grade 7,SCM,Onsite,On Project - Fulltime,"AP,AR",65749
3484,Open,AMEA,"Palmer, Thomas and Bryan",Impl,2024-09-14,FIN,Offshore,Core HR & Payroll,G6,2025-02-13,2026-05-13,0.7,angelareed@example.com,Michael,Williams,2020-06-01,CORPORATE,Consultant II,04-Grade 4,HCM,Onsite,Bench,PM,31321
5300,Staffed,NA,Wright LLC,Impl,2024-11-23,FIN,Offshore,Core HR & Payroll,T2,2025-07-12,2026-02-09,0.6,zalvarez@example.com,Kevin,Morgan,2024-08-19,AMEA - KSA,Consultant II,04-Grade 4,AD,Offshore,Bench,"AP,AR",75838
5460,Open,AMEA,Anderson-Mccann,Impl,2024-07-11,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-07-30,2026-05-16,1.0,lblair@example.org,Terri,Mccarthy,2020-08-06,NA,Consultant II,10-Grade 9,HCM,Onsite,On Project - Fulltime,SQL,47965
9775,Staffed,AMEA,Duffy PLC,CEMS,2024-11-10,HCM,Offshore,"Core HR,Talent",T2,2025-04-26,2026-06-21,0.9,brandonalexander@example.com,Kristen,Smith,2024-03-19,AMEA - KSA,Manager I - Delivery,10-Grade 9,ERP Finance,Onsite,Bench,SQL,13737
2003,Open,AMEA,Myers-Vargas,CEMS,2024-01-18,FIN,Onsite,Onboarding Journeys,G10,2025-10-29,2026-06-08,0.8,meverett@example.net,Rachel,Fisher,2021-04-08,NA,Consultant II,09-Grade 9,SCM,Onsite,Freshers Training,PM,59070
4177,Open,EUK,Phillips-Quinn,CEMS,2024-04-06,FIN,Offshore,Core HR & Payroll,G5,2025-03-12,2026-07-07,0.9,msmith@example.net,Riley,Lewis,2021-11-12,NA,Consultant II,04-Grade 4,SCM,Onsite,Freshers Training,"ORC,Talent",58557
9212,Staffed,AMEA,Martin-Bates,Impl,2024-04-23,FIN,Offshore,"Core HR,Talent",G10,2025-03-21,2026-02-07,0.5,shieldstyler@example.com,Shawn,Mclaughlin,2023-02-02,NA,Consultant II,09-Grade 9,AD,Onsite,Freshers Training,PM,12387
2037,Staffed,EUK,Mcgrath-Johnson,Impl,2024-04-22,HCM,Offshore,Redwood HCM - Core HR and ORC,G6,2025-10-19,2026-07-12,0.9,ihatfield@example.org,Samantha,Gomez,2019-12-20,AMEA - KSA,Consultant I,09-Grade 9,HCM,Onsite,Bench,"ORC,Talent",35241
9716,Open,NA,"Hartman, Rogers and Santos",Impl,2024-09-04,HCM,Offshore,Core HR & Payroll,G6,2025-02-11,2026-04-10,0.8,jasonalexander@example.com,James,Sanchez,2023-11-18,CORPORATE,Manager I - Delivery,10-Grade 9,AD,Onsite,Bench,"Core HR,ORC,Absence",16945
8696,Open,AMEA,Warren LLC,CEMS,2024-07-13,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-04-25,2026-02-21,0.6,leejennifer@example.net,Jean,Harrison,2022-01-17,NA,Manager II - Projects,05-Grade 5,PRGM,Onsite,Bench,"ORC,Talent",12014
4748,Open,AMEA,"Lee, Alvarado and Mitchell",CEMS,2024-11-03,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G8,2025-04-23,2025-12-28,0.8,pricealexandria@example.com,Caroline,Bell,2022-11-08,NA,Manager I - Delivery,07-Grade 7,SCM,Onsite,On Project - Fulltime,PM,39965
8450,Staffed,EUK,Sanders-Jones,CEMS,2024-05-27,FIN,Offshore,Onboarding Journeys,G6,2025-04-30,2026-05-08,0.9,burnsrobert@example.org,Frank,Joseph,2021-10-16,CORPORATE,Consultant II,10-Grade 9,AD,Onsite,On Project - Partial,"Core HR,Talent",60261
6185,Staffed,EUK,Lowe LLC,CEMS,2024-06-16,FIN,Offshore,Core HR & Payroll,T2,2025-09-22,2026-04-13,0.6,davisandres@example.com,Richard,Davis,2023-08-28,NA,Associate Consultant,04-Grade 4,ERP Finance,Offshore,Bench,SQL,71364
6237,Open,EUK,Alvarado Ltd,CEMS,2024-05-22,HCM,Offshore,Redwood HCM - Core HR and ORC,G6,2025-02-04,2026-02-14,0.7,jasonalexander@example.com,James,Sanchez,2023-11-18,CORPORATE,Manager I - Delivery,10-Grade 9,AD,Onsite,Bench,"Core HR,ORC,Absence",16945
9164,Staffed,AMEA,West Group,Impl,2024-08-15,FIN,Onsite,Core HR & Payroll,G5,2025-02-27,2026-04-21,0.6,martinezjoseph@example.org,Stephen,Merritt,2021-12-24,AMEA - KSA,Consultant II,10-Grade 9,PRGM,Offshore,On Project - Fulltime,"Core HR,ORC,Absence",88246
7779,Staffed,AMEA,"Parker, Jenkins and Brennan",CEMS,2024-03-08,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-10-27,2026-08-17,0.9,stephanieweaver@example.com,Jennifer,Vargas,2024-10-13,UK/EUROPE - UK,Consultant II,09-Grade 9,AD,Offshore,On Project - Fulltime,"Core HR,Talent",68692
4097,Open,EUK,Knox-Hart,Impl,2024-11-15,FIN,Offshore,"Core HR,Talent",G10,2024-12-24,2026-03-04,0.6,cschroeder@example.net,Bryan,Smith,2020-08-11,UK/EUROPE - UK,Manager I - Delivery,T2-Programmer Trainee,PRGM,Offshore,On Project - Partial,"Core HR,ORC,Absence",35953
8521,Staffed,AMEA,Garcia PLC,Impl,2024-02-07,FIN,Offshore,"Core HR,Talent",T2,2024-12-25,2026-06-27,0.7,gilmoredavid@example.org,Ethan,Burke,2023-05-13,UK/EUROPE - UK,Consultant II,05-Grade 5,HCM,Onsite,Bench,SQL,73697
3045,Staffed,AMEA,Sanders Group,Impl,2024-12-04,FIN,Offshore,"Core HR,Talent",G8,2025-11-21,2026-05-17,0.9,reynoldsaustin@example.org,Samantha,Kim,2021-10-16,NA,Manager II - Projects,04-Grade 4,AD,Offshore,Freshers Training,"ORC,Talent",81230
8530,Staffed,EUK,Swanson and Sons,Impl,2024-07-27,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G8,2025-02-26,2026-11-04,0.5,hhall@example.net,Annette,Dawson,2024-01-05,AMEA - KSA,Associate Consultant,04-Grade 4,AD,Onsite,On Project - Fulltime,"Core HR,Talent",11027
2116,Staffed,AMEA,Lambert-Owen,Impl,2024-01-09,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-04-01,2026-07-19,0.7,alecgardner@example.com,Ryan,Thompson,2023-03-04,CORPORATE,Sr. Consultant II,10-Grade 9,HCM,Onsite,Bench,"AP,AR",13800
7335,Staffed,AMEA,"York, Silva and Newton",Impl,2024-01-24,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",T2,2025-10-12,2026-06-12,0.7,reidcindy@example.com,Michael,Lawrence,2020-03-12,AMEA - KSA,Consultant I,T2-Programmer Trainee,HCM,Offshore,On Project - Fulltime,PM,48455
6385,Open,AMEA,Young Ltd,Impl,2024-04-11,FIN,Offshore,"Core HR,Talent",G6,2025-09-26,2026-07-03,0.6,cassandrathompson@example.net,Megan,Cline,2024-09-09,AMEA - KSA,Sr. Consultant II,07-Grade 7,SCM,Onsite,On Project - Fulltime,"Core HR,ORC,Absence",47743
8091,Open,EUK,"Williams, Romero and Robinson",CEMS,2024-05-03,FIN,Onsite,Onboarding Journeys,G6,2025-12-03,2026-11-23,0.6,mrodriguez@example.com,Robert,Dawson,2022-11-29,UK/EUROPE - UK,Sr. Consultant II,07-Grade 7,SCM,Onsite,On Project - Partial,PM,22857
7933,Open,EUK,Ross LLC,Impl,2024-10-02,FIN,Offshore,Core HR & Payroll,G10,2025-02-06,2026-05-12,0.7,eroth@example.com,George,Sawyer,2021-11-15,NA,Manager II - Projects,04-Grade 4,PRGM,Offshore,Bench,"Core HR,Talent",99131
2581,Staffed,AMEA,Simon-Jensen,Impl,2024-09-01,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-10-27,2026-01-21,0.5,mary57@example.com,Wendy,Walker,2021-04-14,AMEA - KSA,Consultant I,09-Grade 9,AD,Offshore,Freshers Training,"Core HR,ORC,Absence",83049
3661,Open,NA,"Anderson, Merritt and Moore",CEMS,2024-01-29,HCM,Onsite,Onboarding Journeys,G10,2025-12-13,2026-08-11,0.9,achavez@example.com,Thomas,Herman,2020-11-06,AMEA - KSA,Sr. Consultant II,T2-Programmer Trainee,ERP Finance,Offshore,Bench,"Core HR,ORC,Absence",34758
2080,Staffed,NA,"Wright, Casey and Arias",CEMS,2024-03-15,HCM,Offshore,Core HR & Payroll,G8,2025-03-19,2026-04-28,0.6,shieldstyler@example.com,Shawn,Mclaughlin,2023-02-02,NA,Consultant II,09-Grade 9,AD,Onsite,Freshers Training,PM,12387
8547,Open,EUK,Walker-Richardson,Impl,2024-06-24,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,2025-09-22,2026-08-19,0.8,michelle25@example.com,Allison,Wright,2022-12-17,UK/EUROPE - UK,Associate Consultant,T2-Programmer Trainee,ERP Finance,Offshore,On Project - Fulltime,"AP,AR",71120
4038,Staffed,AMEA,"Jenkins, Miller and Fisher",CEMS,2024-08-01,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-03-02,2026-11-21,0.7,kdominguez@example.org,Linda,Meadows,2021-11-16,NA,Consultant II,10-Grade 9,HCM,Offshore,Bench,"Core HR,Talent",27709
9425,Staffed,NA,"Fox, Thomas and Cook",CEMS,2024-07-03,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-01-10,2026-08-25,0.5,johngray@example.com,Ashlee,Ferguson,2023-06-08,NA,Sr. Consultant II,10-Grade 9,HCM,Onsite,Freshers Training,"Core HR,ORC,Absence",51954
1431,Staffed,NA,Carter and Sons,CEMS,2024-08-23,HCM,Offshore,Onboarding Journeys,G8,2025-04-14,2026-01-27,0.7,hayesdawn@example.org,Lisa,Dillon,2020-07-06,AMEA - KSA,Consultant I,09-Grade 9,SCM,Offshore,Freshers Training,SQL,93337
3239,Open,NA,Deleon-Luna,Impl,2024-10-10,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G8,2025-10-31,2026-03-12,0.6,mackcarlos@example.org,Rachel,Arroyo,2023-06-08,AMEA - KSA,Associate Consultant,T2-Programmer Trainee,HCM,Offshore,Bench,"Core HR,ORC,Absence",57385
8045,Staffed,NA,Harris Inc,CEMS,2024-08-05,FIN,Onsite,Redwood HCM - Core HR and ORC,G8,2025-08-06,2026-10-29,0.9,sramirez@example.net,John,Williams,2023-05-16,UK/EUROPE - UK,Associate Consultant,09-Grade 9,AD,Onsite,On Project - Fulltime,"ORC,Talent",72739
2435,Staffed,NA,Lopez-King,CEMS,2024-07-05,HCM,Offshore,Onboarding Journeys,T2,2025-08-16,2026-11-19,0.5,cindywilliams@example.com,William,Young,2021-05-24,AMEA - KSA,Manager I - Delivery,04-Grade 4,ERP Finance,Onsite,Bench,"AP,AR",37005
7641,Open,EUK,Erickson PLC,Impl,2024-08-29,FIN,Offshore,Onboarding Journeys,G5,2025-01-01,2026-11-22,1.0,eugene01@example.com,Frank,Wilson,2024-11-06,UK/EUROPE - UK,Consultant I,T2-Programmer Trainee,ERP Finance,Onsite,Bench,"Core HR,Talent",29598
3140,Staffed,AMEA,Pennington Inc,CEMS,2024-11-24,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G8,2025-10-19,2026-11-08,0.9,ewiggins@example.net,Latoya,Gould,2024-08-13,AMEA - KSA,Sr. Consultant II,05-Grade 5,PRGM,Offshore,Freshers Training,"Core HR,Talent",88786
6842,Staffed,EUK,Hart-Neal,Impl,2024-11-24,HCM,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,2025-10-23,2026-10-10,0.7,vincentmartin@example.org,David,Cole,2024-05-05,UK/EUROPE - UK,Consultant I,09-Grade 9,PRGM,Onsite,On Project - Fulltime,"Core HR,Talent",77105
9857,Staffed,AMEA,Valdez-Zimmerman,Impl,2024-06-23,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-09-11,2026-10-04,0.9,uthomas@example.org,Kimberly,Little,2021-10-09,UK/EUROPE - UK,Consultant II,05-Grade 5,PRGM,Offshore,On Project - Partial,PM,68098
1129,Staffed,AMEA,Garcia-Franklin,Impl,2024-03-21,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-04-06,2026-05-06,0.5,cassandrathompson@example.net,Megan,Cline,2024-09-09,AMEA - KSA,Sr. Consultant II,07-Grade 7,SCM,Onsite,On Project - Fulltime,"Core HR,ORC,Absence",47743
3586,Staffed,NA,"Hansen, Reeves and Herring",CEMS,2024-05-01,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-08-10,2026-05-08,0.5,jason08@example.com,Amanda,Johnson,2021-12-05,NA,Manager II - Projects,09-Grade 9,PRGM,Offshore,Bench,"Core HR,ORC,Absence",72626
6490,Open,EUK,Reese-Cruz,Impl,2024-05-16,HCM,Onsite,Core HR & Payroll,G10,2025-03-07,2026-07-09,0.8,jenniferrichards@example.org,Andrew,Lopez,2020-05-02,NA,Sr. Consultant II,04-Grade 4,SCM,Onsite,On Project - Partial,"Core HR,Talent",50608
8520,Open,EUK,Joseph and Sons,Impl,2024-09-11,FIN,Offshore,Redwood HCM - Core HR and ORC,T2,2024-12-24,2026-07-08,0.9,johngray@example.com,Ashlee,Ferguson,2023-06-08,NA,Sr. Consultant II,10-Grade 9,HCM,Onsite,Freshers Training,"Core HR,ORC,Absence",51954
2975,Open,EUK,Khan-Melendez,Impl,2024-08-30,FIN,Offshore,"Core HR,Talent",T2,2025-01-07,2026-08-19,0.8,barajasmercedes@example.net,Vicki,Aguirre,2021-11-25,NA,Sr. Consultant II,07-Grade 7,ERP Finance,Onsite,On Project - Partial,"Core HR,ORC,Absence",38487
6592,Open,NA,Evans-Weber,Impl,2024-01-06,HCM,Offshore,"Core HR,Talent",G5,2025-11-20,2026-01-02,0.8,mmclean@example.net,Luis,Rodriguez,2023-07-03,NA,Manager I - Delivery,10-Grade 9,SCM,Onsite,Freshers Training,"AP,AR",77060
2940,Open,AMEA,"Orozco, Morales and Bush",Impl,2024-01-28,HCM,Onsite,"Core HR,Talent",T2,2025-10-25,2026-02-16,0.9,cohencassandra@example.com,Tamara,Valdez,2024-06-01,AMEA - KSA,Associate Consultant,T2-Programmer Trainee,AD,Onsite,On Project - Fulltime,"Core HR,Talent",41036
7064,Staffed,AMEA,"Hubbard, Gibson and Barron",CEMS,2023-12-17,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,2025-06-12,2026-02-24,0.7,shieldstyler@example.com,Shawn,Mclaughlin,2023-02-02,NA,Consultant II,09-Grade 9,AD,Onsite,Freshers Training,PM,12387
6677,Open,NA,"Thomas, Maldonado and Woods",Impl,2024-11-04,FIN,Offshore,Redwood HCM - Core HR and ORC,G8,2025-06-29,2026-05-30,0.8,hhall@example.net,Annette,Dawson,2024-01-05,AMEA - KSA,Associate Consultant,04-Grade 4,AD,Onsite,On Project - Fulltime,"Core HR,Talent",11027
9112,Staffed,AMEA,Clark-Daugherty,Impl,2024-03-18,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,2025-04-20,2026-05-15,0.7,adam64@example.net,Cory,Aguilar,2022-04-29,UK/EUROPE - UK,Sr. Consultant II,05-Grade 5,HCM,Onsite,On Project - Fulltime,PM,34375
2580,Open,NA,Anderson Group,Impl,2024-09-01,FIN,Onsite,Redwood HCM - Core HR and ORC,G5,2025-07-09,2026-01-03,1.0,reidcindy@example.com,Michael,Lawrence,2020-03-12,AMEA - KSA,Consultant I,T2-Programmer Trainee,HCM,Offshore,On Project - Fulltime,PM,48455
1899,Staffed,EUK,"Morrison, Jackson and Pearson",CEMS,2024-05-07,HCM,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G6,2025-03-21,2026-10-28,0.9,colinhenry@example.com,Courtney,Collins,2020-04-30,CORPORATE,Manager II - Projects,T2-Programmer Trainee,SCM,Onsite,Bench,"AP,AR",69590
4561,Staffed,EUK,"Rivas, Sherman and King",CEMS,2024-04-24,FIN,Offshore,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G5,2025-02-18,2026-10-29,0.6,matthewgoodman@example.org,Karl,Peterson,2023-09-14,AMEA - KSA,Manager I - Delivery,07-Grade 7,ERP Finance,Onsite,Bench,SQL,55588
1190,Open,NA,Robertson-Jones,Impl,2024-11-22,HCM,Onsite,Redwood HCM - Core HR and ORC,T2,2024-12-26,2025-12-20,0.6,josephjohnson@example.com,John,Benitez,2020-12-07,AMEA - KSA,Consultant I,09-Grade 9,SCM,Onsite,On Project - Partial,"ORC,Talent",13100
7970,Staffed,AMEA,"Johnson, Lynch and Mcmahon",Impl,2024-09-16,HCM,Offshore,Onboarding Journeys,G8,2024-12-28,2026-03-29,0.7,kathrynthornton@example.net,Peter,Dunlap,2022-09-28,UK/EUROPE - UK,Associate Consultant,07-Grade 7,HCM,Onsite,On Project - Partial,"Core HR,ORC,Absence",73652
7323,Staffed,EUK,Thomas-Eaton,CEMS,2024-03-15,HCM,Onsite,"Core HR,Talent",G6,2025-06-13,2026-05-09,0.9,johngamble@example.org,Jessica,Molina,2020-07-14,NA,Sr. Consultant II,05-Grade 5,HCM,Offshore,Freshers Training,"Core HR,Talent",49451
5097,Open,EUK,"Harding, King and Long",CEMS,2024-02-07,FIN,Onsite,"Core HR,Talent",G10,2025-06-10,2026-02-04,0.8,jenniferrichards@example.org,Andrew,Lopez,2020-05-02,NA,Sr. Consultant II,04-Grade 4,SCM,Onsite,On Project - Partial,"Core HR,Talent",50608
5824,Staffed,AMEA,Leon Inc,Impl,2024-09-12,HCM,Offshore,Core HR & Payroll,G5,2025-05-19,2026-06-04,0.5,heather04@example.net,Angela,Collins,2023-05-01,CORPORATE,Manager I - Delivery,09-Grade 9,HCM,Offshore,Freshers Training,SQL,86593
7487,Staffed,EUK,Jenkins LLC,Impl,2024-02-17,HCM,Offshore,"Core HR,Talent",G5,2025-05-14,2026-12-13,0.6,afields@example.org,Michael,Lyons,2023-02-05,AMEA - KSA,Consultant I,10-Grade 9,HCM,Offshore,On Project - Partial,"Core HR,ORC,Absence",71878
8849,Open,NA,"Rios, Guzman and Norris",CEMS,2024-03-23,HCM,Offshore,Core HR & Payroll,G10,2025-05-17,2026-09-09,0.9,ronaldhunter@example.com,Steven,Tran,2023-04-27,UK/EUROPE - UK,Consultant II,07-Grade 7,ERP Finance,Offshore,Freshers Training,PM,95052
7493,Staffed,AMEA,Nelson LLC,CEMS,2024-04-28,HCM,Onsite,Core HR & Payroll,G5,2025-09-13,2026-03-18,0.7,lharrison@example.org,Thomas,Nicholson,2023-03-31,NA,Manager II - Projects,07-Grade 7,PRGM,Offshore,On Project - Partial,"ORC,Talent",52425
2228,Open,AMEA,Fuentes and Sons,Impl,2024-01-20,FIN,Onsite,"ORC, Core HR, Absence, Benefits, Talent and Compensation.",G10,2025-11-02,2026-11-29,0.7,meyerrobert@example.net,Patrick,Crosby,2020-07-16,NA,Sr. Consultant II,07-Grade 7,PRGM,Onsite,On Project - Fulltime,"AP,AR",20622
8012,Staffed,NA,Lawson-Cruz,CEMS,2024-07-08,FIN,Offshore,Core HR & Payroll,G10,2025-02-28,2026-05-12,0.6,ahines@example.org,Hunter,Robertson,2024-02-03,AMEA - KSA,Sr. Consultant II,07-Grade 7,SCM,Offshore,Freshers Training,"Core HR,Talent",75296
3348,Open,EUK,"Gordon, Brooks and Hernandez",CEMS,2024-01-12,FIN,Onsite,Core HR & Payroll,G10,2025-09-19,2026-11-04,0.8,smithstephanie@example.org,Susan,Smith,2024-04-15,CORPORATE,Consultant I,10-Grade 9,AD,Offshore,On Project - Fulltime,"ORC,Talent",67766
3249,Staffed,AMEA,Hernandez-Newton,Impl,2024-01-02,HCM,Onsite,Redwood HCM - Core HR and ORC,G6,2025-05-06,2026-02-06,0.6,daniel20@example.net,Steven,Nguyen,2022-05-08,AMEA - KSA,Associate Consultant,10-Grade 9,SCM,Offshore,Freshers Training,"AP,AR",34734
4389,Staffed,AMEA,Forbes LLC,Impl,2024-06-14,HCM,Onsite,"Core HR,Talent",T2,2025-03-31,2026-05-01,0.6,nicholas60@example.org,Michael,Martinez,2024-02-18,AMEA - KSA,Consultant I,10-Grade 9,ERP Finance,Offshore,On Project - Partial,"Core HR,ORC,Absence",85607
5577,Open,EUK,"Brown, Harvey and Brown",CEMS,2024-03-31,HCM,Offshore,"Core HR,Talent",T2,2025-12-05,2026-06-06,0.8,courtney66@example.org,Elaine,Johnston,2023-04-22,UK/EUROPE - UK,Consultant I,07-Grade 7,ERP Finance,Onsite,Bench,"AP,AR",47292
6290,Open,EUK,Jones PLC,CEMS,2024-10-12,FIN,Offshore,Redwood HCM - Core HR and ORC,G10,2025-10-31,2025-12-26,0.8,vincentmartin@example.org,David,Cole,2024-05-05,UK/EUROPE - UK,Consultant I,09-Grade 9,PRGM,Onsite,On Project - Fulltime,"Core HR,Talent",77105
6269,Staffed,AMEA,"Henderson, Drake and Burke",Impl,2024-03-19,HCM,Onsite,Onboarding Journeys,T2,2025-07-09,2026-04-04,0.7,monique26@example.org,Leslie,Mendez,2022-10-15,UK/EUROPE - UK,Sr. Consultant II,05-Grade 5,SCM,Offshore,Freshers Training,PM,23228
3017,Staffed,EUK,"Mayo, Walton and Arnold",Impl,2024-10-06,FIN,Offshore,"Core HR,Talent",G8,2025-03-19,2026-08-10,0.6,hopkinsgary@example.com,Mark,Miller,2020-12-20,AMEA - KSA,Consultant I,09-Grade 9,PRGM,Offshore,Freshers Training,"AP,AR",61201
1837,Staffed,EUK,"Mcdaniel, Ortiz and Mckenzie",Impl,2024-02-16,HCM,Onsite,"Core HR,Talent",G10,2025-06-20,2026-06-14,0.8,veronica25@example.net,Michelle,Phillips,2021-06-15,UK/EUROPE - UK,Manager I - Delivery,05-Grade 5,AD,Offshore,On Project - Partial,"ORC,Talent",42818
4046,Open,AMEA,Medina PLC,CEMS,2024-12-14,FIN,Offshore,Core HR & Payroll,G8,2025-10-03,2026-06-06,0.6,hayesdawn@example.org,Lisa,Dillon,2020-07-06,AMEA - KSA,Consultant I,09-Grade 9,SCM,Offshore,Freshers Training,SQL,93337
7595,Staffed,NA,"Ellis, Blair and Johnson",Impl,2024-10-19,FIN,Onsite,Core HR & Payroll,T2,2025-03-08,2026-05-25,0.8,katieandersen@example.com,Tyler,Mann,2024-02-01,UK/EUROPE - UK,Manager I - Delivery,T2-Programmer Trainee,HCM,Offshore,Bench,SQL,48638
9626,Open,EUK,Savage-Potts,CEMS,2024-11-16,FIN,Onsite,Core HR & Payroll,G6,2024-12-24,2026-09-26,0.6,barajasmercedes@example.net,Vicki,Aguirre,2021-11-25,NA,Sr. Consultant II,07-Grade 7,ERP Finance,Onsite,On Project - Partial,"Core HR,ORC,Absence",38487
